jumlah_carport,dapur,jumlah_garage,jumlah_lantai,kamar_mandi,kamar_tidur,luas_bangunan,luas_tanah,price_currency,price_unit,price_value,,,,,,,
2.0,1.0,2.0,2.0,3.0,4.0,531.0,587.0,Rp,Miliar,31.0,,,,,,,
4.0,2.0,2.0,2.0,4.0,6.0,500.0,705.0,Rp,Miliar,19.0,,,,,,,
2.0,1.0,2.0,2.0,2.0,3.0,300.0,403.0,Rp,Miliar,5.5,,,,,,,
2.0,2.0,2.0,2.0,3.0,4.0,443.0,447.0,Rp,Miliar,12.5,,,,,,,
2.0,2.0,2.0,2.0,3.0,4.0,600.0,447.0,Rp,Miliar,12.5,,,,,,,
5.0,2.0,4.0,2.0,4.0,4.0,440.0,563.0,Rp,Miliar,18.9,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,314.0,223.0,Rp,Miliar,3.5,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,72.0,52.0,Rp,Miliar,1.7,,,,,,,
4.0,1.0,4.0,2.0,2.0,7.0,402.0,276.0,Rp,Miliar,9.0,,,,,,,
2.0,1.0,3.0,2.0,4.0,4.0,500.0,797.0,Rp,Miliar,14.0,,,,,,,
10.0,2.0,4.0,2.0,4.0,5.0,585.0,1332.0,Rp,Miliar,27.5,,,,,,,
2.0,1.0,2.0,2.0,5.0,5.0,426.0,754.0,Rp,Miliar,8.66,,,,,,,
3.0,2.0,5.0,2.0,8.0,8.0,1000.0,774.0,Rp,Miliar,14.8,,,,,,,
1.0,2.0,2.0,2.0,4.0,4.0,350.0,270.0,Rp,Miliar,16.8,,,,,,,
2.0,2.0,4.0,3.0,6.0,4.0,603.0,264.0,Rp,Miliar,17.2,,,,,,,
2.0,2.0,4.0,2.0,6.0,5.0,1000.0,1027.0,Rp,Miliar,55.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,6.0,450.0,450.0,Rp,Miliar,14.0,,,,,,,
2.0,1.0,2.0,2.0,2.0,3.0,75.0,51.0,Rp,Miliar,1.35,,,,,,,
3.0,2.0,1.0,3.0,5.0,6.0,600.0,227.0,Rp,Miliar,12.0,,,,,,,
2.0,2.0,4.0,3.0,6.0,4.0,600.0,220.0,Rp,Miliar,7.9,,,,,,,
2.0,1.0,1.0,2.0,4.0,4.0,200.0,180.0,Rp,Miliar,4.8,,,,,,,
1.0,1.0,1.0,1.0,3.0,5.0,645.0,225.0,Rp,Miliar,9.0,,,,,,,
1.0,1.0,1.0,2.0,4.0,5.0,345.0,240.0,Rp,Miliar,8.95,,,,,,,
1.0,1.0,1.0,2.0,4.0,4.0,280.0,160.0,Rp,Miliar,3.2,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,250.0,200.0,Rp,Miliar,6.3,,,,,,,
2.0,2.0,6.0,2.0,6.0,6.0,800.0,375.0,Rp,Miliar,37.0,,,,,,,
1.0,1.0,1.0,2.0,4.0,4.0,300.0,235.0,Rp,Miliar,8.2,,,,,,,
1.0,2.0,1.0,3.0,3.0,4.0,300.0,250.0,Rp,Miliar,3.5,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,103.0,53.0,Rp,Miliar,1.66,,,,,,,
2.0,1.0,2.0,2.0,2.0,3.0,170.0,125.0,Rp,Miliar,2.4,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,130.0,100.0,Rp,Miliar,2.15,,,,,,,
2.0,1.0,4.0,1.0,3.0,4.0,400.0,264.0,Rp,Miliar,11.5,,,,,,,
1.0,1.0,2.0,2.0,3.0,3.0,222.0,375.0,Rp,Miliar,7.9,,,,,,,
2.0,1.0,4.0,2.0,8.0,7.0,720.0,480.0,Rp,Miliar,8.2,,,,,,,
2.0,2.0,8.0,3.0,8.0,4.0,600.0,325.0,Rp,Miliar,33.0,,,,,,,
1.0,1.0,2.0,2.0,3.0,4.0,250.0,212.0,Rp,Miliar,3.6,,,,,,,
1.0,2.0,1.0,2.0,3.0,3.0,220.0,144.0,Rp,Miliar,5.0,,,,,,,
2.0,2.0,2.0,2.0,5.0,6.0,490.0,690.0,Rp,Miliar,15.0,,,,,,,
2.0,2.0,2.0,4.0,8.0,5.0,1500.0,450.0,Rp,Miliar,42.0,,,,,,,
2.0,1.0,2.0,2.0,6.0,4.0,523.0,517.0,Rp,Miliar,29.5,,,,,,,
2.0,1.0,2.0,3.0,6.0,5.0,510.0,515.0,Rp,Miliar,29.5,,,,,,,
2.0,1.0,2.0,2.0,4.0,4.0,530.0,475.0,Rp,Miliar,7.5,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,140.0,102.0,Rp,Miliar,3.2,,,,,,,
1.0,2.0,2.0,1.0,3.0,3.0,325.0,420.0,Rp,Miliar,20.0,,,,,,,
2.0,2.0,3.0,3.0,5.0,5.0,765.0,540.0,Rp,Miliar,22.0,,,,,,,
6.0,2.0,2.0,2.0,5.0,4.0,800.0,1046.0,Rp,Miliar,125.0,,,,,,,
2.0,1.0,1.0,2.0,3.0,4.0,218.0,306.0,Rp,Miliar,3.79,,,,,,,
4.0,2.0,1.0,2.0,4.0,4.0,500.0,296.0,Rp,Miliar,12.0,,,,,,,
2.0,1.0,2.0,3.0,3.0,3.0,200.0,60.0,Rp,Miliar,2.39,,,,,,,
1.0,1.0,2.0,3.0,3.0,3.0,400.0,230.0,Rp,Miliar,9.99,,,,,,,
1.0,1.0,2.0,3.0,3.0,4.0,250.0,160.0,Rp,Miliar,6.3,,,,,,,
2.0,2.0,2.0,2.0,5.0,4.0,330.0,300.0,Rp,Miliar,9.1,,,,,,,
2.0,1.0,2.0,2.0,5.0,4.0,224.0,200.0,Rp,Miliar,6.5,,,,,,,
2.0,2.0,4.0,3.0,4.0,4.0,603.0,274.0,Rp,Miliar,17.5,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,250.0,180.0,Rp,Miliar,8.8,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,241.0,220.0,Rp,Miliar,7.25,,,,,,,
2.0,1.0,2.0,1.0,4.0,4.0,400.0,900.0,Rp,Miliar,16.5,,,,,,,
2.0,2.0,2.0,1.0,5.0,5.0,600.0,400.0,Rp,Miliar,27.0,,,,,,,
2.0,1.0,1.0,3.0,5.0,14.0,225.0,90.0,Rp,Miliar,3.5,,,,,,,
1.0,1.0,1.0,1.0,2.0,3.0,280.0,300.0,Rp,Miliar,12.0,,,,,,,
1.0,1.0,1.0,1.0,2.0,3.0,140.0,223.0,Rp,Miliar,4.8,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,210.0,75.0,Rp,Miliar,2.5,,,,,,,
1.0,1.0,1.0,2.0,4.0,4.0,600.0,283.0,Rp,Miliar,12.5,,,,,,,
2.0,1.0,2.0,3.0,3.0,4.0,500.0,272.0,Rp,Miliar,15.0,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,98.0,51.0,Rp,Miliar,1.5,,,,,,,
1.0,1.0,1.0,3.0,4.0,4.0,168.0,72.0,Rp,Miliar,2.2,,,,,,,
2.0,1.0,2.0,2.0,2.0,3.0,158.0,136.0,Rp,Miliar,2.75,,,,,,,
2.0,1.0,3.0,2.0,3.0,4.0,268.0,202.0,Rp,Miliar,4.75,,,,,,,
2.0,1.0,2.0,4.0,4.0,4.0,598.0,192.0,Rp,Miliar,5.95,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,78.0,52.0,Rp,Miliar,1.2,,,,,,,
2.0,1.0,2.0,3.0,5.0,4.0,228.0,88.0,Rp,Miliar,2.9,,,,,,,
1.0,1.0,1.0,4.0,3.0,3.0,180.0,75.0,Rp,Miliar,2.5,,,,,,,
1.0,1.0,1.0,4.0,3.0,3.0,268.0,100.0,Rp,Miliar,3.75,,,,,,,
1.0,1.0,1.0,3.0,3.0,1.0,138.0,64.0,Rp,Miliar,2.17,,,,,,,
4.0,1.0,3.0,4.0,4.0,3.0,838.0,259.0,Rp,Miliar,8.5,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,168.0,60.0,Rp,Miliar,2.25,,,,,,,
2.0,1.0,2.0,2.0,2.0,4.0,218.0,140.0,Rp,Miliar,2.2,,,,,,,
2.0,1.0,1.0,2.0,2.0,2.0,62.0,45.0,Rp,Miliar,1.3,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,117.0,54.0,Rp,Miliar,1.47,,,,,,,
2.0,1.0,2.0,2.0,4.0,5.0,418.0,244.0,Rp,Miliar,4.8,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,118.0,50.0,Rp,Miliar,1.6,,,,,,,
2.0,1.0,2.0,3.0,3.0,4.0,400.0,200.0,Rp,Miliar,9.3,,,,,,,
2.0,1.0,2.0,2.0,2.0,3.0,110.0,144.0,Rp,Miliar,2.8,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,71.0,24.0,Rp,Juta,959.0,,,,,,,
2.0,2.0,2.0,4.0,4.0,5.0,430.0,200.0,Rp,Miliar,12.0,,,,,,,
2.0,1.0,1.0,2.0,3.0,5.0,168.0,112.0,Rp,Miliar,2.4,,,,,,,
6.0,1.0,6.0,2.0,3.0,4.0,518.0,540.0,Rp,Miliar,13.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,94.0,53.0,Rp,Miliar,2.28,,,,,,,
1.0,1.0,1.0,2.0,3.0,2.0,69.0,48.0,Rp,Miliar,1.53,,,,,,,
2.0,2.0,1.0,2.0,4.0,5.0,300.0,240.0,Rp,Miliar,12.7,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,255.0,160.0,Rp,Miliar,3.15,,,,,,,
2.0,1.0,2.0,2.0,2.0,3.0,250.0,488.0,Rp,Miliar,29.0,,,,,,,
4.0,2.0,8.0,2.0,6.0,6.0,876.0,675.0,Rp,Miliar,60.0,,,,,,,
2.0,1.0,2.0,3.0,4.0,4.0,230.0,250.0,Rp,Miliar,9.2,,,,,,,
2.0,1.0,2.0,2.0,3.0,4.0,250.0,368.0,Rp,Miliar,27.0,,,,,,,
1.0,1.0,1.0,1.0,3.0,4.0,147.0,317.0,Rp,Miliar,16.2,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,345.0,240.0,Rp,Miliar,9.0,,,,,,,
2.0,1.0,2.0,2.0,4.0,4.0,998.0,420.0,Rp,Miliar,23.0,,,,,,,
2.0,2.0,2.0,3.0,4.0,3.0,300.0,160.0,Rp,Miliar,5.0,,,,,,,
2.0,2.0,2.0,2.0,4.0,4.0,160.0,400.0,Rp,Miliar,5.9,,,,,,,
3.0,2.0,2.0,3.0,7.0,8.0,1400.0,530.0,Rp,Miliar,17.0,,,,,,,
2.0,1.0,2.0,2.0,5.0,5.0,900.0,890.0,Rp,Miliar,25.0,,,,,,,
1.0,1.0,1.0,2.0,4.0,5.0,350.0,160.0,Rp,Miliar,7.5,,,,,,,
1.0,1.0,1.0,2.0,4.0,4.0,500.0,300.0,Rp,Miliar,16.5,,,,,,,
1.0,1.0,1.0,3.0,2.0,3.0,88.0,30.0,Rp,Juta,900.0,,,,,,,
5.0,1.0,3.0,2.0,5.0,5.0,837.0,1000.0,Rp,Miliar,35.0,,,,,,,
2.0,1.0,2.0,4.0,3.0,4.0,318.0,116.0,Rp,Miliar,3.9,,,,,,,
1.0,1.0,1.0,4.0,3.0,3.0,228.0,76.0,Rp,Miliar,2.7,,,,,,,
1.0,1.0,1.0,4.0,3.0,4.0,178.0,64.0,Rp,Miliar,1.95,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,300.0,136.0,Rp,Miliar,9.5,,,,,,,
2.0,1.0,2.0,2.0,4.0,5.0,900.0,450.0,Rp,Miliar,18.5,,,,,,,
1.0,1.0,2.0,2.0,3.0,2.0,86.0,105.0,Rp,Miliar,2.19,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,94.0,53.0,Rp,Miliar,1.3,,,,,,,
1.0,1.0,1.0,2.0,2.0,2.0,72.0,45.0,Rp,Miliar,1.6,,,,,,,
1.0,1.0,1.0,2.0,4.0,3.0,150.0,144.0,Rp,Miliar,4.2,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,75.0,90.0,Rp,Miliar,1.58,,,,,,,
2.0,2.0,2.0,3.0,3.0,4.0,170.0,144.0,Rp,Miliar,6.0,,,,,,,
1.0,1.0,1.0,3.0,3.0,4.0,250.0,192.0,Rp,Miliar,15.0,,,,,,,
1.0,1.0,1.0,2.0,4.0,5.0,275.0,160.0,Rp,Miliar,5.6,,,,,,,
1.0,2.0,2.0,4.0,4.0,4.0,600.0,283.0,Rp,Miliar,12.5,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,550.0,313.0,Rp,Miliar,17.0,,,,,,,
2.0,1.0,1.0,3.0,3.0,4.0,900.0,360.0,Rp,Miliar,12.5,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,450.0,230.0,Rp,Miliar,11.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,103.0,53.0,Rp,Miliar,1.65,,,,,,,
2.0,2.0,1.0,2.0,3.0,3.0,253.0,359.0,Rp,Miliar,5.3,,,,,,,
4.0,2.0,4.0,2.0,5.0,5.0,800.0,1350.0,Rp,Miliar,28.5,,,,,,,
2.0,1.0,2.0,1.0,3.0,5.0,180.0,118.0,Rp,Miliar,3.5,,,,,,,
2.0,2.0,2.0,2.0,4.0,5.0,440.0,560.0,Rp,Miliar,18.0,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,71.0,24.0,Rp,Juta,895.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,200.0,112.0,Rp,Miliar,2.6,,,,,,,
2.0,1.0,2.0,2.0,4.0,5.0,450.0,640.0,Rp,Miliar,23.0,,,,,,,
2.0,1.0,8.0,3.0,5.0,8.0,1900.0,1130.0,Rp,Miliar,80.0,,,,,,,
1.0,1.0,1.0,3.0,4.0,4.0,250.0,180.0,Rp,Miliar,12.0,,,,,,,
1.0,1.0,2.0,3.0,3.0,4.0,350.0,136.0,Rp,Miliar,5.2,,,,,,,
4.0,1.0,4.0,4.0,4.0,4.0,500.0,310.0,Rp,Miliar,11.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,180.0,220.0,Rp,Miliar,3.0,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,250.0,200.0,Rp,Miliar,7.5,,,,,,,
2.0,1.0,2.0,2.0,5.0,6.0,800.0,450.0,Rp,Miliar,21.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,350.0,230.0,Rp,Miliar,10.0,,,,,,,
1.0,1.0,1.0,3.0,3.0,4.0,600.0,360.0,Rp,Miliar,11.5,,,,,,,
2.0,2.0,1.0,3.0,3.0,5.0,500.0,250.0,Rp,Miliar,9.0,,,,,,,
2.0,2.0,1.0,3.0,3.0,4.0,540.0,225.0,Rp,Miliar,8.5,,,,,,,
4.0,2.0,2.0,2.0,3.0,4.0,600.0,605.0,Rp,Miliar,23.0,,,,,,,
2.0,1.0,2.0,3.0,4.0,4.0,300.0,230.0,Rp,Miliar,10.0,,,,,,,
2.0,1.0,2.0,3.0,4.0,4.0,350.0,250.0,Rp,Miliar,7.4,,,,,,,
4.0,1.0,4.0,2.0,4.0,4.0,700.0,605.0,Rp,Miliar,23.0,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,136.0,136.0,Rp,Miliar,5.6,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,120.0,120.0,Rp,Miliar,3.75,,,,,,,
5.0,1.0,5.0,3.0,6.0,6.0,1019.0,1019.0,Rp,Miliar,70.0,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,120.0,120.0,Rp,Miliar,3.7,,,,,,,
3.0,1.0,1.0,2.0,4.0,4.0,400.0,250.0,Rp,Miliar,5.8,,,,,,,
5.0,2.0,2.0,2.0,5.0,5.0,600.0,551.0,Rp,Miliar,19.8,,,,,,,
3.0,1.0,3.0,2.0,3.0,3.0,100.0,80.0,Rp,Miliar,2.3,,,,,,,
1.0,1.0,1.0,3.0,4.0,3.0,138.0,67.0,Rp,Miliar,1.85,,,,,,,
1.0,1.0,1.0,3.0,3.0,4.0,138.0,67.0,Rp,Miliar,2.0,,,,,,,
1.0,1.0,1.0,4.0,4.0,4.0,148.0,59.0,Rp,Miliar,2.8,,,,,,,
4.0,2.0,4.0,4.0,6.0,6.0,638.0,280.0,Rp,Miliar,13.9,,,,,,,
1.0,1.0,2.0,2.0,3.0,5.0,400.0,250.0,Rp,Miliar,6.9,,,,,,,
2.0,2.0,2.0,4.0,5.0,7.0,2000.0,1100.0,Rp,Miliar,78.0,,,,,,,
2.0,2.0,2.0,3.0,3.0,4.0,750.0,450.0,Rp,Miliar,29.0,,,,,,,
1.0,2.0,1.0,2.0,4.0,4.0,345.0,240.0,Rp,Miliar,8.8,,,,,,,
2.0,2.0,4.0,2.0,5.0,5.0,900.0,450.0,Rp,Miliar,23.0,,,,,,,
2.0,1.0,1.0,2.0,2.0,6.0,350.0,175.0,Rp,Miliar,3.1,,,,,,,
2.0,2.0,2.0,4.0,3.0,3.0,600.0,210.0,Rp,Miliar,11.0,,,,,,,
3.0,2.0,2.0,2.0,5.0,5.0,500.0,823.0,Rp,Miliar,16.8,,,,,,,
4.0,1.0,4.0,2.0,7.0,5.0,600.0,1500.0,Rp,Miliar,28.0,,,,,,,
4.0,1.0,2.0,1.0,4.0,4.0,600.0,800.0,Rp,Miliar,16.0,,,,,,,
6.0,1.0,2.0,2.0,4.0,3.0,320.0,458.0,Rp,Miliar,55.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,6.0,350.0,264.0,Rp,Miliar,11.5,,,,,,,
2.0,1.0,2.0,2.0,5.0,4.0,300.0,408.0,Rp,Miliar,32.0,,,,,,,
2.0,2.0,2.0,3.0,5.0,4.0,444.0,480.0,Rp,Miliar,21.5,,,,,,,
2.0,1.0,1.0,2.0,5.0,4.0,330.0,300.0,Rp,Miliar,9.1,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,150.0,160.0,Rp,Miliar,3.79,,,,,,,
8.0,2.0,2.0,2.0,5.0,7.0,700.0,1595.0,Rp,Miliar,95.0,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,110.0,90.0,Rp,Miliar,2.15,,,,,,,
2.0,2.0,2.0,2.0,3.0,4.0,345.0,240.0,Rp,Miliar,8.8,,,,,,,
3.0,2.0,2.0,2.0,5.0,5.0,600.0,860.0,Rp,Miliar,22.0,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,90.0,76.0,Rp,Miliar,2.35,,,,,,,
2.0,1.0,2.0,3.0,4.0,4.0,756.0,420.0,Rp,Miliar,23.5,,,,,,,
1.0,2.0,1.0,2.0,3.0,3.0,300.0,340.0,Rp,Miliar,12.5,,,,,,,
2.0,1.0,2.0,2.0,2.0,3.0,103.0,53.0,Rp,Miliar,1.62,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,70.0,60.0,Rp,Miliar,1.32,,,,,,,
1.0,1.0,1.0,3.0,4.0,4.0,207.0,103.0,Rp,Miliar,3.5,,,,,,,
1.0,1.0,2.0,2.0,5.0,6.0,440.0,328.0,Rp,Miliar,8.9,,,,,,,
2.0,1.0,2.0,1.0,4.0,4.0,500.0,200.0,Rp,Miliar,5.0,,,,,,,
2.0,1.0,2.0,2.0,4.0,6.0,600.0,1000.0,Rp,Miliar,22.0,,,,,,,
2.0,2.0,2.0,2.0,6.0,5.0,510.0,515.0,Rp,Miliar,29.0,,,,,,,
2.0,1.0,1.0,2.0,3.0,3.0,103.0,53.0,Rp,Miliar,1.62,,,,,,,
4.0,2.0,4.0,4.0,4.0,6.0,900.0,374.0,Rp,Miliar,8.5,,,,,,,
4.0,1.0,4.0,3.0,5.0,5.0,1000.0,432.0,Rp,Miliar,16.0,,,,,,,
1.0,1.0,1.0,1.0,2.0,2.0,110.0,154.0,Rp,Miliar,3.9,,,,,,,
3.0,2.0,3.0,2.0,4.0,7.0,400.0,633.0,Rp,Miliar,19.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,69.0,48.0,Rp,Miliar,1.6,,,,,,,
2.0,1.0,1.0,2.0,3.0,4.0,185.0,120.0,Rp,Miliar,4.35,,,,,,,
2.0,2.0,2.0,3.0,4.0,6.0,883.0,300.0,Rp,Miliar,8.5,,,,,,,
2.0,2.0,2.0,2.0,4.0,4.0,314.0,311.0,Rp,Miliar,11.0,,,,,,,
6.0,2.0,4.0,2.0,6.0,6.0,2500.0,1050.0,Rp,Miliar,88.0,,,,,,,
1.0,1.0,1.0,3.0,3.0,2.0,71.0,24.0,Rp,Juta,959.0,,,,,,,
2.0,3.0,2.0,3.0,5.0,7.0,650.0,240.0,Rp,Miliar,19.0,,,,,,,
2.0,2.0,2.0,2.0,4.0,4.0,531.0,758.0,Rp,Miliar,26.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,338.0,231.0,Rp,Miliar,3.8,,,,,,,
3.0,1.0,1.0,2.0,3.0,5.0,400.0,264.0,Rp,Miliar,2.5,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,168.0,125.0,Rp,Miliar,2.9,,,,,,,
2.0,2.0,1.0,2.0,4.0,5.0,550.0,508.0,Rp,Miliar,10.5,,,,,,,
1.0,1.0,1.0,3.0,3.0,4.0,220.0,75.0,Rp,Miliar,2.65,,,,,,,
3.0,2.0,5.0,2.0,3.0,5.0,483.0,956.0,Rp,Miliar,82.0,,,,,,,
2.0,2.0,3.0,3.0,4.0,4.0,440.0,360.0,Rp,Miliar,25.0,,,,,,,
5.0,1.0,5.0,2.0,8.0,6.0,1050.0,1200.0,Rp,Miliar,54.0,,,,,,,
1.0,1.0,2.0,2.0,3.0,3.0,140.0,120.0,Rp,Miliar,2.6,,,,,,,
2.0,2.0,1.0,2.0,4.0,5.0,600.0,520.0,Rp,Miliar,13.5,,,,,,,
7.0,1.0,1.0,2.0,12.0,14.0,450.0,413.0,Rp,Miliar,8.0,,,,,,,
2.0,2.0,6.0,2.0,4.0,4.0,1200.0,819.0,Rp,Miliar,85.0,,,,,,,
2.0,1.0,6.0,3.0,4.0,4.0,1200.0,475.0,Rp,Miliar,65.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,250.0,225.0,Rp,Miliar,3.0,,,,,,,
4.0,1.0,5.0,2.0,3.0,4.0,500.0,825.0,Rp,Miliar,19.3,,,,,,,
2.0,2.0,4.0,3.0,4.0,4.0,603.0,264.0,Rp,Miliar,18.0,,,,,,,
2.0,1.0,3.0,1.0,2.0,4.0,325.0,99.0,Rp,Miliar,4.15,,,,,,,
1.0,1.0,2.0,3.0,4.0,4.0,360.0,161.0,Rp,Miliar,6.5,,,,,,,
1.0,1.0,2.0,2.0,2.0,3.0,120.0,105.0,Rp,Miliar,1.8,,,,,,,
1.0,2.0,2.0,3.0,4.0,5.0,600.0,240.0,Rp,Miliar,4.7,,,,,,,
1.0,1.0,1.0,3.0,4.0,3.0,234.0,96.0,Rp,Miliar,3.65,,,,,,,
1.0,1.0,2.0,3.0,3.0,2.0,250.0,108.0,Rp,Miliar,3.85,,,,,,,
1.0,1.0,1.0,3.0,2.0,4.0,200.0,93.0,Rp,Miliar,3.2,,,,,,,
1.0,2.0,1.0,3.0,3.0,3.0,270.0,136.0,Rp,Miliar,3.97,,,,,,,
1.0,1.0,1.0,2.0,3.0,5.0,180.0,153.0,Rp,Miliar,4.0,,,,,,,
1.0,2.0,2.0,3.0,3.0,4.0,270.0,160.0,Rp,Miliar,4.5,,,,,,,
2.0,2.0,2.0,2.0,5.0,5.0,400.0,742.0,Rp,Miliar,20.0,,,,,,,
2.0,1.0,4.0,3.0,5.0,5.0,465.0,168.0,Rp,Miliar,7.8,,,,,,,
2.0,1.0,2.0,2.0,3.0,5.0,405.0,391.0,Rp,Miliar,6.5,,,,,,,
2.0,1.0,1.0,2.0,4.0,4.0,500.0,300.0,Rp,Miliar,6.8,,,,,,,
2.0,1.0,2.0,2.0,4.0,4.0,350.0,300.0,Rp,Miliar,5.5,,,,,,,
3.0,2.0,1.0,1.0,4.0,3.0,250.0,350.0,Rp,Miliar,18.0,,,,,,,
2.0,2.0,1.0,2.0,3.0,4.0,300.0,180.0,Rp,Miliar,5.5,,,,,,,
3.0,1.0,1.0,2.0,5.0,6.0,600.0,543.0,Rp,Miliar,19.0,,,,,,,
2.0,2.0,4.0,3.0,9.0,7.0,2000.0,1144.0,Rp,Miliar,35.0,,,,,,,
2.0,2.0,2.0,3.0,4.0,4.0,290.0,112.0,Rp,Miliar,3.75,,,,,,,
1.0,2.0,2.0,2.0,4.0,5.0,580.0,420.0,Rp,Miliar,9.5,,,,,,,
1.0,1.0,8.0,3.0,4.0,7.0,160.0,174.0,Rp,Miliar,6.0,,,,,,,
2.0,1.0,2.0,1.0,4.0,5.0,366.0,1025.0,Rp,Miliar,18.0,,,,,,,
1.0,2.0,1.0,2.0,2.0,3.0,450.0,215.0,Rp,Miliar,9.6,,,,,,,
1.0,1.0,1.0,1.0,2.0,2.0,95.0,106.0,Rp,Miliar,1.08,,,,,,,
4.0,1.0,4.0,1.0,2.0,3.0,150.0,200.0,Rp,Miliar,2.03,,,,,,,
1.0,1.0,1.0,1.0,1.0,2.0,48.0,70.0,Rp,Juta,590.0,,,,,,,
2.0,2.0,4.0,3.0,4.0,5.0,650.0,710.0,Rp,Miliar,44.0,,,,,,,
3.0,1.0,2.0,2.0,4.0,4.0,300.0,250.0,Rp,Miliar,4.0,,,,,,,
1.0,1.0,1.0,1.0,2.0,2.0,90.0,116.0,Rp,Miliar,1.71,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,145.0,90.0,Rp,Miliar,1.82,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,121.0,100.0,Rp,Miliar,2.47,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,162.0,215.0,Rp,Miliar,4.23,,,,,,,
1.0,1.0,1.0,1.0,3.0,3.0,200.0,265.0,Rp,Miliar,2.36,,,,,,,
1.0,2.0,1.0,2.0,4.0,4.0,252.0,120.0,Rp,Miliar,2.89,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,130.0,73.0,Rp,Miliar,2.14,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,71.0,88.0,Rp,Miliar,2.14,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,150.0,109.0,Rp,Miliar,3.0,,,,,,,
2.0,2.0,2.0,2.0,4.0,5.0,350.0,600.0,Rp,Miliar,16.0,,,,,,,
2.0,1.0,1.0,3.0,3.0,5.0,188.0,90.0,Rp,Miliar,3.69,,,,,,,
1.0,1.0,1.0,3.0,3.0,4.0,138.0,52.0,Rp,Miliar,1.89,,,,,,,
2.0,2.0,2.0,1.0,3.0,5.0,244.0,246.0,Rp,Miliar,12.0,,,,,,,
4.0,2.0,4.0,3.0,5.0,5.0,650.0,720.0,Rp,Miliar,34.0,,,,,,,
2.0,1.0,1.0,3.0,1.0,1.0,300.0,126.0,Rp,Miliar,4.2,,,,,,,
4.0,1.0,8.0,3.0,5.0,5.0,464.0,540.0,Rp,Miliar,22.0,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,90.0,70.0,Rp,Miliar,1.34,,,,,,,
1.0,1.0,1.0,1.0,1.0,2.0,75.0,164.0,Rp,Miliar,1.13,,,,,,,
1.0,1.0,1.0,1.0,1.0,2.0,48.0,70.0,Rp,Juta,590.0,,,,,,,
1.0,1.0,1.0,3.0,3.0,2.0,115.0,39.0,Rp,Miliar,1.61,,,,,,,
2.0,2.0,2.0,2.0,4.0,6.0,300.0,415.0,Rp,Miliar,12.5,,,,,,,
2.0,1.0,2.0,1.0,3.0,3.0,350.0,230.0,Rp,Miliar,10.0,,,,,,,
