jumlah_carport,dapur,jumlah_garage,jumlah_lantai,kamar_mandi,kamar_tidur,luas_bangunan,luas_tanah,price_currency,price_unit,price_value,,,,,,,
2.0,1.0,2.0,2.0,4.0,5.0,1000.0,625.0,Rp,Miliar,21.0,,,,,,,
2.0,2.0,2.0,3.0,3.0,4.0,300.0,167.0,Rp,Miliar,3.9,,,,,,,
2.0,1.0,4.0,3.0,6.0,5.0,2500.0,960.0,Rp,Miliar,60.0,,,,,,,
1.0,2.0,3.0,2.0,2.0,3.0,200.0,300.0,Rp,Miliar,5.8,,,,,,,
2.0,1.0,2.0,2.0,4.0,4.0,600.0,605.0,Rp,Miliar,23.0,,,,,,,
3.0,1.0,1.0,2.0,3.0,3.0,125.0,120.0,Rp,Miliar,2.25,,,,,,,
1.0,1.0,2.0,2.0,3.0,4.0,500.0,581.0,Rp,Miliar,12.0,,,,,,,
1.0,1.0,1.0,2.0,2.0,4.0,120.0,120.0,Rp,Miliar,2.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,2.0,69.0,48.0,Rp,Miliar,1.53,,,,,,,
1.0,1.0,1.0,2.0,2.0,2.0,100.0,50.0,Rp,Miliar,1.35,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,140.0,160.0,Rp,Miliar,3.2,,,,,,,
1.0,2.0,1.0,3.0,3.0,4.0,356.0,160.0,Rp,Miliar,4.25,,,,,,,
1.0,2.0,1.0,2.0,8.0,13.0,250.0,262.0,Rp,Miliar,4.7,,,,,,,
1.0,1.0,1.0,1.0,3.0,3.0,103.0,53.0,Rp,Miliar,1.62,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,100.0,52.0,Rp,Miliar,2.28,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,90.0,78.0,Rp,Miliar,2.8,,,,,,,
4.0,2.0,4.0,2.0,5.0,7.0,842.0,2160.0,Rp,Miliar,30.0,,,,,,,
2.0,1.0,1.0,2.0,3.0,4.0,230.0,230.0,Rp,Miliar,8.6,,,,,,,
1.0,1.0,2.0,2.0,3.0,6.0,200.0,250.0,Rp,Miliar,9.5,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,173.0,197.0,Rp,Miliar,5.5,,,,,,,
6.0,1.0,6.0,2.0,16.0,16.0,2300.0,4427.0,Rp,Miliar,178.0,,,,,,,
2.0,2.0,2.0,2.0,3.0,4.0,500.0,437.0,Rp,Miliar,17.5,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,200.0,235.0,Rp,Miliar,14.5,,,,,,,
2.0,2.0,2.0,1.0,4.0,4.0,450.0,630.0,Rp,Miliar,23.3,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,100.0,75.0,Rp,Miliar,1.85,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,200.0,144.0,Rp,Miliar,4.8,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,103.0,53.0,Rp,Miliar,1.64,,,,,,,
2.0,1.0,2.0,3.0,2.0,2.0,140.0,61.0,Rp,Miliar,2.9,,,,,,,
1.0,2.0,2.0,2.0,3.0,4.0,500.0,450.0,Rp,Miliar,5.2,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,260.0,300.0,Rp,Miliar,6.3,,,,,,,
1.0,1.0,1.0,2.0,4.0,4.0,400.0,250.0,Rp,Miliar,6.75,,,,,,,
2.0,1.0,2.0,1.0,3.0,5.0,500.0,391.0,Rp,Miliar,6.5,,,,,,,
3.0,1.0,3.0,2.0,5.0,6.0,1980.0,1490.0,Rp,Miliar,42.0,,,,,,,
2.0,1.0,3.0,1.0,2.0,3.0,170.0,1090.0,Rp,Miliar,10.9,,,,,,,
2.0,2.0,2.0,2.0,4.0,4.0,228.0,140.0,Rp,Miliar,5.2,,,,,,,
4.0,1.0,4.0,1.0,5.0,4.0,600.0,1034.0,Rp,Miliar,22.0,,,,,,,
1.0,1.0,1.0,3.0,2.0,3.0,73.0,25.0,Rp,Juta,955.0,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,115.0,39.0,Rp,Miliar,1.61,,,,,,,
3.0,1.0,1.0,2.0,4.0,5.0,310.0,232.0,Rp,Miliar,5.4,,,,,,,
1.0,1.0,1.0,3.0,2.0,3.0,25.0,73.0,Rp,Juta,972.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,2.0,90.0,76.0,Rp,Miliar,2.5,,,,,,,
2.0,1.0,2.0,2.0,3.0,4.0,130.0,160.0,Rp,Miliar,2.4,,,,,,,
2.0,1.0,2.0,2.0,4.0,4.0,400.0,308.0,Rp,Miliar,5.0,,,,,,,
3.0,1.0,1.0,2.0,4.0,3.0,600.0,390.0,Rp,Miliar,8.9,,,,,,,
4.0,2.0,2.0,2.0,5.0,5.0,650.0,756.0,Rp,Miliar,36.0,,,,,,,
2.0,2.0,6.0,3.0,5.0,4.0,1388.0,474.0,Rp,Miliar,67.5,,,,,,,
2.0,2.0,3.0,1.0,3.0,3.0,500.0,806.0,Rp,Miliar,9.0,,,,,,,
2.0,1.0,2.0,2.0,4.0,4.0,560.0,327.0,Rp,Miliar,11.5,,,,,,,
2.0,1.0,2.0,2.0,4.0,5.0,1300.0,988.0,Rp,Miliar,45.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,55.0,40.0,Rp,Miliar,1.43,,,,,,,
2.0,1.0,4.0,3.0,4.0,3.0,603.0,274.0,Rp,Miliar,18.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,94.0,53.0,Rp,Miliar,2.28,,,,,,,
2.0,2.0,2.0,3.0,3.0,5.0,350.0,152.0,Rp,Miliar,3.6,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,180.0,245.0,Rp,Miliar,4.5,,,,,,,
2.0,2.0,2.0,2.0,4.0,5.0,550.0,448.0,Rp,Miliar,23.0,,,,,,,
1.0,2.0,6.0,2.0,4.0,4.0,800.0,350.0,Rp,Miliar,38.0,,,,,,,
4.0,2.0,4.0,3.0,7.0,7.0,1000.0,1500.0,Rp,Miliar,75.0,,,,,,,
1.0,1.0,2.0,2.0,2.0,2.0,90.0,76.0,Rp,Miliar,2.63,,,,,,,
2.0,1.0,3.0,2.0,4.0,6.0,200.0,150.0,Rp,Miliar,2.8,,,,,,,
2.0,1.0,4.0,2.0,2.0,5.0,300.0,235.0,Rp,Miliar,5.9,,,,,,,
2.0,2.0,2.0,2.0,3.0,4.0,600.0,405.0,Rp,Miliar,25.0,,,,,,,
3.0,1.0,2.0,4.0,4.0,6.0,538.0,176.0,Rp,Miliar,6.7,,,,,,,
2.0,2.0,2.0,2.0,6.0,4.0,548.0,211.0,Rp,Miliar,15.5,,,,,,,
8.0,2.0,2.0,2.0,5.0,5.0,1000.0,1380.0,Rp,Miliar,98.0,,,,,,,
7.0,2.0,1.0,2.0,4.0,4.0,450.0,465.0,Rp,Miliar,10.8,,,,,,,
6.0,2.0,4.0,2.0,4.0,4.0,1000.0,879.0,Rp,Miliar,100.0,,,,,,,
2.0,2.0,2.0,3.0,3.0,4.0,420.0,273.0,Rp,Miliar,8.5,,,,,,,
2.0,2.0,2.0,2.0,4.0,5.0,1200.0,790.0,Rp,Miliar,40.3,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,103.0,53.0,Rp,Miliar,1.65,,,,,,,
1.0,1.0,1.0,3.0,4.0,3.0,115.0,39.0,Rp,Miliar,1.6,,,,,,,
2.0,2.0,2.0,2.0,8.0,9.0,863.0,1276.0,Rp,Miliar,12.0,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,103.0,55.0,Rp,Miliar,1.53,,,,,,,
1.0,1.0,1.0,2.0,2.0,2.0,77.0,48.0,Rp,Miliar,1.6,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,80.0,64.0,Rp,Miliar,1.12,,,,,,,
4.0,2.0,2.0,2.0,3.0,4.0,750.0,854.0,Rp,Miliar,26.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,2.0,69.0,36.0,Rp,Juta,795.0,,,,,,,
2.0,1.0,2.0,3.0,5.0,6.0,350.0,200.0,Rp,Miliar,4.75,,,,,,,
1.0,1.0,1.0,2.0,4.0,4.0,200.0,180.0,Rp,Miliar,8.5,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,250.0,300.0,Rp,Miliar,6.5,,,,,,,
2.0,1.0,4.0,1.0,6.0,5.0,400.0,450.0,Rp,Miliar,11.0,,,,,,,
2.0,1.0,1.0,2.0,2.0,3.0,75.0,70.0,Rp,Miliar,1.4,,,,,,,
2.0,1.0,2.0,2.0,3.0,4.0,279.0,242.0,Rp,Miliar,9.5,,,,,,,
1.0,1.0,1.0,2.0,2.0,2.0,55.0,60.0,Rp,Miliar,1.4,,,,,,,
1.0,1.0,1.0,2.0,2.0,2.0,50.0,43.0,Rp,Miliar,1.1,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,160.0,98.0,Rp,Miliar,2.3,,,,,,,
2.0,2.0,2.0,2.0,4.0,4.0,305.0,240.0,Rp,Miliar,3.95,,,,,,,
3.0,2.0,2.0,1.0,2.0,4.0,307.0,864.0,Rp,Miliar,19.0,,,,,,,
2.0,1.0,2.0,2.0,2.0,3.0,168.0,118.0,Rp,Miliar,2.85,,,,,,,
3.0,1.0,3.0,2.0,4.0,4.0,468.0,300.0,Rp,Miliar,7.8,,,,,,,
1.0,1.0,1.0,3.0,3.0,9.0,128.0,55.0,Rp,Juta,900.0,,,,,,,
2.0,1.0,2.0,5.0,17.0,17.0,388.0,98.0,Rp,Miliar,5.79,,,,,,,
2.0,1.0,1.0,5.0,17.0,17.0,388.0,98.0,Rp,Miliar,5.79,,,,,,,
2.0,1.0,2.0,2.0,5.0,5.0,318.0,246.0,Rp,Miliar,7.99,,,,,,,
2.0,2.0,2.0,3.0,5.0,5.0,490.0,168.0,Rp,Miliar,7.8,,,,,,,
4.0,1.0,4.0,4.0,4.0,9.0,668.0,198.0,Rp,Miliar,6.2,,,,,,,
1.0,1.0,1.0,2.0,3.0,5.0,315.0,282.0,Rp,Miliar,16.5,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,250.0,300.0,Rp,Miliar,21.0,,,,,,,
1.0,1.0,2.0,2.0,4.0,5.0,180.0,130.0,Rp,Miliar,3.8,,,,,,,
1.0,1.0,1.0,4.0,3.0,2.0,128.0,56.0,Rp,Miliar,2.1,,,,,,,
1.0,1.0,1.0,3.0,2.0,2.0,188.0,101.0,Rp,Miliar,2.8,,,,,,,
2.0,1.0,2.0,1.0,3.0,4.0,83.0,117.0,Rp,Miliar,1.89,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,138.0,67.0,Rp,Miliar,1.85,,,,,,,
3.0,1.0,3.0,2.0,4.0,6.0,388.0,260.0,Rp,Miliar,6.7,,,,,,,
2.0,1.0,2.0,1.0,2.0,2.0,168.0,210.0,Rp,Miliar,3.3,,,,,,,
1.0,1.0,1.0,4.0,3.0,3.0,290.0,100.0,Rp,Miliar,3.3,,,,,,,
2.0,1.0,2.0,3.0,3.0,3.0,198.0,90.0,Rp,Miliar,2.75,,,,,,,
4.0,2.0,2.0,2.0,11.0,19.0,800.0,931.0,Rp,Miliar,29.8,,,,,,,
1.0,1.0,2.0,2.0,2.0,3.0,150.0,102.0,Rp,Miliar,3.2,,,,,,,
6.0,1.0,2.0,1.0,4.0,7.0,300.0,1050.0,Rp,Miliar,17.5,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,52.0,32.0,Rp,Juta,737.0,,,,,,,
1.0,1.0,2.0,2.0,3.0,3.0,94.0,71.0,Rp,Miliar,1.72,,,,,,,
6.0,2.0,2.0,2.0,4.0,3.0,600.0,921.0,Rp,Miliar,16.0,,,,,,,
2.0,1.0,2.0,1.0,3.0,4.0,350.0,409.0,Rp,Miliar,19.3,,,,,,,
2.0,1.0,2.0,2.0,2.0,3.0,250.0,205.0,Rp,Miliar,8.9,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,50.0,32.0,Rp,Juta,839.0,,,,,,,
2.0,1.0,1.0,1.0,2.0,3.0,200.0,265.0,Rp,Miliar,4.3,,,,,,,
2.0,1.0,2.0,2.0,5.0,4.0,250.0,177.0,Rp,Miliar,3.4,,,,,,,
1.0,1.0,1.0,2.0,3.0,5.0,280.0,180.0,Rp,Miliar,4.6,,,,,,,
1.0,1.0,1.0,2.0,4.0,5.0,350.0,263.0,Rp,Miliar,6.5,,,,,,,
6.0,2.0,4.0,2.0,5.0,5.0,1000.0,875.0,Rp,Miliar,100.0,,,,,,,
3.0,2.0,4.0,1.0,5.0,7.0,1000.0,885.0,Rp,Miliar,119.0,,,,,,,
1.0,1.0,1.0,1.0,4.0,4.0,300.0,365.0,Rp,Miliar,10.8,,,,,,,
2.0,2.0,4.0,3.0,4.0,4.0,900.0,430.0,Rp,Miliar,42.5,,,,,,,
3.0,1.0,2.0,2.0,5.0,5.0,350.0,408.0,Rp,Miliar,7.3,,,,,,,
1.0,1.0,1.0,1.0,2.0,2.0,140.0,230.0,Rp,Miliar,2.5,,,,,,,
1.0,1.0,1.0,2.0,2.0,2.0,74.0,60.0,Rp,Miliar,1.3,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,91.0,60.0,Rp,Miliar,1.7,,,,,,,
2.0,1.0,3.0,3.0,2.0,2.0,400.0,176.0,Rp,Miliar,7.3,,,,,,,
15.0,2.0,8.0,2.0,4.0,6.0,1000.0,948.0,Rp,Miliar,115.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,4.0,350.0,300.0,Rp,Miliar,6.5,,,,,,,
2.0,1.0,2.0,1.0,3.0,3.0,500.0,730.0,Rp,Miliar,10.0,,,,,,,
10.0,1.0,2.0,2.0,4.0,5.0,800.0,976.0,Rp,Miliar,50.0,,,,,,,
2.0,1.0,2.0,2.0,5.0,5.0,442.0,572.0,Rp,Miliar,12.5,,,,,,,
2.0,2.0,2.0,2.0,4.0,4.0,300.0,189.0,Rp,Miliar,12.3,,,,,,,
6.0,1.0,2.0,2.0,3.0,4.0,400.0,1402.0,Rp,Miliar,18.0,,,,,,,
2.0,2.0,2.0,2.0,3.0,4.0,400.0,470.0,Rp,Miliar,18.9,,,,,,,
6.0,2.0,2.0,1.0,3.0,5.0,600.0,1475.0,Rp,Miliar,14.7,,,,,,,
1.0,1.0,2.0,2.0,3.0,4.0,200.0,586.0,Rp,Miliar,8.0,,,,,,,
2.0,1.0,2.0,1.0,5.0,6.0,700.0,500.0,Rp,Miliar,24.0,,,,,,,
2.0,1.0,1.0,2.0,3.0,3.0,202.0,185.0,Rp,Miliar,4.7,,,,,,,
1.0,1.0,1.0,2.0,4.0,4.0,500.0,402.0,Rp,Miliar,17.0,,,,,,,
3.0,1.0,4.0,2.0,5.0,5.0,800.0,873.0,Rp,Miliar,95.0,,,,,,,
10.0,2.0,10.0,5.0,8.0,8.0,1781.0,475.0,Rp,Miliar,30.0,,,,,,,
6.0,2.0,2.0,2.0,4.0,4.0,800.0,1117.0,Rp,Miliar,19.0,,,,,,,
2.0,2.0,2.0,2.0,4.0,4.0,523.0,517.0,Rp,Miliar,29.5,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,95.0,55.0,Rp,Miliar,2.28,,,,,,,
1.0,2.0,2.0,4.0,4.0,4.0,378.0,120.0,Rp,Miliar,8.3,,,,,,,
1.0,1.0,1.0,2.0,2.0,2.0,56.0,68.0,Rp,Miliar,2.26,,,,,,,
2.0,1.0,4.0,3.0,4.0,5.0,600.0,220.0,Rp,Miliar,7.9,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,103.0,53.0,Rp,Miliar,1.62,,,,,,,
1.0,1.0,1.0,2.0,2.0,2.0,77.0,39.0,Rp,Miliar,1.61,,,,,,,
2.0,2.0,2.0,2.0,5.0,4.0,461.0,531.0,Rp,Miliar,17.5,,,,,,,
2.0,2.0,2.0,2.0,3.0,4.0,470.0,397.0,Rp,Miliar,13.5,,,,,,,
12.0,2.0,2.0,2.0,6.0,6.0,1600.0,1202.0,Rp,Miliar,115.0,,,,,,,
2.0,2.0,3.0,2.0,5.0,5.0,1050.0,627.0,Rp,Miliar,48.0,,,,,,,
1.0,1.0,1.0,2.0,3.0,5.0,198.0,110.0,Rp,Miliar,3.3,,,,,,,
2.0,2.0,2.0,2.0,5.0,5.0,660.0,670.0,Rp,Miliar,18.0,,,,,,,
1.0,1.0,2.0,2.0,2.0,5.0,409.0,441.0,Rp,Miliar,4.83,,,,,,,
1.0,1.0,2.0,3.0,2.0,4.0,276.0,141.0,Rp,Miliar,3.53,,,,,,,
1.0,1.0,1.0,1.0,3.0,3.0,92.0,90.0,Rp,Miliar,1.99,,,,,,,
1.0,2.0,1.0,2.0,3.0,4.0,185.0,144.0,Rp,Miliar,2.92,,,,,,,
2.0,2.0,2.0,2.0,4.0,4.0,350.0,576.0,Rp,Miliar,14.0,,,,,,,
1.0,2.0,1.0,2.0,3.0,4.0,275.0,225.0,Rp,Miliar,4.9,,,,,,,
2.0,1.0,2.0,2.0,4.0,5.0,200.0,440.0,Rp,Miliar,4.3,,,,,,,
1.0,1.0,1.0,1.0,2.0,3.0,150.0,90.0,Rp,Miliar,1.99,,,,,,,
2.0,1.0,2.0,1.0,3.0,4.0,500.0,250.0,Rp,Miliar,8.8,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,120.0,60.0,Rp,Miliar,1.37,,,,,,,
1.0,1.0,1.0,1.0,2.0,2.0,100.0,144.0,Rp,Miliar,3.75,,,,,,,
2.0,1.0,2.0,2.0,4.0,4.0,480.0,425.0,Rp,Miliar,15.0,,,,,,,
1.0,1.0,1.0,1.0,2.0,3.0,244.0,406.0,Rp,Miliar,5.0,,,,,,,
1.0,1.0,1.0,2.0,4.0,4.0,200.0,260.0,Rp,Miliar,5.2,,,,,,,
2.0,2.0,2.0,2.0,6.0,6.0,400.0,317.0,Rp,Miliar,6.3,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,115.0,39.0,Rp,Miliar,1.65,,,,,,,
2.0,2.0,2.0,2.0,5.0,5.0,900.0,650.0,Rp,Miliar,65.0,,,,,,,
2.0,2.0,2.0,4.0,4.0,6.0,900.0,374.0,Rp,Miliar,9.0,,,,,,,
2.0,2.0,2.0,2.0,8.0,7.0,720.0,480.0,Rp,Miliar,8.2,,,,,,,
2.0,1.0,2.0,3.0,6.0,5.0,700.0,330.0,Rp,Miliar,32.4,,,,,,,
2.0,1.0,5.0,3.0,5.0,4.0,1000.0,522.0,Rp,Miliar,49.9,,,,,,,
1.0,1.0,1.0,3.0,5.0,18.0,400.0,168.0,Rp,Miliar,3.2,,,,,,,
2.0,2.0,2.0,2.0,4.0,4.0,185.0,165.0,Rp,Miliar,4.1,,,,,,,
2.0,1.0,2.0,3.0,5.0,5.0,360.0,126.0,Rp,Miliar,3.6,,,,,,,
2.0,2.0,1.0,2.0,4.0,4.0,400.0,300.0,Rp,Miliar,12.9,,,,,,,
1.0,1.0,1.0,3.0,5.0,5.0,350.0,168.0,Rp,Miliar,7.8,,,,,,,
1.0,1.0,1.0,3.0,5.0,5.0,325.0,325.0,Rp,Miliar,13.5,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,140.0,125.0,Rp,Miliar,2.6,,,,,,,
10.0,2.0,1.0,2.0,2.0,5.0,327.0,420.0,Rp,Miliar,10.0,,,,,,,
10.0,2.0,2.0,1.0,3.0,3.0,500.0,1375.0,Rp,Miliar,42.0,,,,,,,
2.0,2.0,2.0,2.0,4.0,4.0,314.0,311.0,Rp,Miliar,11.0,,,,,,,
3.0,2.0,4.0,2.0,5.0,6.0,250.0,200.0,Rp,Miliar,11.0,,,,,,,
1.0,1.0,1.0,3.0,3.0,4.0,200.0,90.0,Rp,Miliar,3.8,,,,,,,
1.0,1.0,1.0,3.0,6.0,5.0,330.0,108.0,Rp,Miliar,3.1,,,,,,,
6.0,2.0,2.0,1.0,3.0,5.0,425.0,958.0,Rp,Miliar,11.0,,,,,,,
6.0,1.0,4.0,1.0,7.0,7.0,700.0,1270.0,Rp,Miliar,45.0,,,,,,,
1.0,1.0,2.0,3.0,2.0,3.0,390.0,140.0,Rp,Miliar,9.9,,,,,,,
2.0,1.0,2.0,2.0,3.0,3.0,300.0,300.0,Rp,Miliar,12.5,,,,,,,
3.0,1.0,5.0,2.0,5.0,5.0,654.0,489.0,Rp,Miliar,29.0,,,,,,,
3.0,1.0,2.0,2.0,5.0,5.0,1050.0,627.0,Rp,Miliar,48.0,,,,,,,
1.0,1.0,1.0,3.0,2.0,3.0,71.0,24.0,Rp,Juta,850.0,,,,,,,
1.0,1.0,1.0,1.0,3.0,5.0,300.0,327.0,Rp,Miliar,5.3,,,,,,,
4.0,1.0,2.0,2.0,5.0,5.0,550.0,569.0,Rp,Miliar,25.5,,,,,,,
3.0,1.0,2.0,2.0,3.0,3.0,300.0,307.0,Rp,Miliar,5.0,,,,,,,
1.0,1.0,1.0,2.0,2.0,2.0,50.0,40.0,Rp,Miliar,1.34,,,,,,,
2.0,1.0,2.0,2.0,3.0,4.0,103.0,53.0,Rp,Miliar,1.62,,,,,,,
4.0,1.0,2.0,2.0,5.0,6.0,650.0,440.0,Rp,Miliar,23.0,,,,,,,
2.0,1.0,4.0,2.0,5.0,5.0,990.0,804.0,Rp,Miliar,13.5,,,,,,,
2.0,1.0,1.0,2.0,3.0,3.0,250.0,200.0,Rp,Miliar,3.8,,,,,,,
3.0,2.0,2.0,2.0,6.0,6.0,1000.0,820.0,Rp,Miliar,45.0,,,,,,,
2.0,1.0,1.0,2.0,3.0,3.0,500.0,256.0,Rp,Miliar,7.0,,,,,,,
1.0,1.0,1.0,2.0,4.0,4.0,300.0,200.0,Rp,Miliar,5.75,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,140.0,135.0,Rp,Miliar,3.9,,,,,,,
2.0,1.0,2.0,2.0,3.0,5.0,252.0,396.0,Rp,Miliar,3.5,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,135.0,113.0,Rp,Miliar,2.5,,,,,,,
2.0,1.0,2.0,3.0,3.0,5.0,600.0,274.0,Rp,Miliar,6.2,,,,,,,
1.0,1.0,1.0,2.0,2.0,3.0,68.0,36.0,Rp,Juta,837.0,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,88.0,30.0,Rp,Juta,895.0,,,,,,,
3.0,1.0,2.0,2.0,3.0,3.0,160.0,400.0,Rp,Miliar,6.0,,,,,,,
5.0,2.0,3.0,3.0,5.0,5.0,1200.0,680.0,Rp,Miliar,55.0,,,,,,,
1.0,1.0,1.0,3.0,2.0,3.0,71.0,24.0,Rp,Juta,895.0,,,,,,,
3.0,2.0,6.0,2.0,5.0,7.0,1200.0,800.0,Rp,Miliar,30.0,,,,,,,
4.0,2.0,2.0,2.0,5.0,5.0,600.0,679.0,Rp,Miliar,16.5,,,,,,,
10.0,2.0,4.0,2.0,5.0,6.0,1200.0,1700.0,Rp,Miliar,47.0,,,,,,,
3.0,1.0,4.0,1.0,3.0,4.0,308.0,373.0,Rp,Miliar,21.0,,,,,,,
1.0,1.0,1.0,3.0,3.0,3.0,115.0,39.0,Rp,Miliar,1.57,,,,,,,
1.0,1.0,1.0,2.0,3.0,3.0,120.0,120.0,Rp,Miliar,2.2,,,,,,,
1.0,1.0,1.0,1.0,3.0,4.0,190.0,220.0,Rp,Miliar,3.45,,,,,,,
1.0,2.0,3.0,4.0,7.0,7.0,670.0,206.0,Rp,Miliar,7.5,,,,,,,
4.0,2.0,2.0,2.0,3.0,4.0,500.0,867.0,Rp,Miliar,19.5,,,,,,,
2.0,1.0,1.0,2.0,4.0,4.0,450.0,337.0,Rp,Miliar,12.8,,,,,,,
1.0,1.0,1.0,3.0,2.0,3.0,71.0,24.0,Rp,Juta,895.0,,,,,,,
1.0,2.0,3.0,3.0,2.0,3.0,250.0,96.0,Rp,Miliar,4.0,,,,,,,
1.0,1.0,1.0,1.0,3.0,3.0,250.0,287.0,Rp,Miliar,7.0,,,,,,,
2.0,1.0,4.0,3.0,7.0,7.0,2000.0,1143.0,Rp,Miliar,35.0,,,,,,,
3.0,1.0,8.0,2.0,5.0,5.0,2000.0,1272.0,Rp,Miliar,101.0,,,,,,,
2.0,1.0,2.0,2.0,2.0,3.0,108.0,105.0,Rp,Miliar,3.15,,,,,,,
2.0,2.0,2.0,1.0,5.0,4.0,400.0,980.0,Rp,Miliar,7.9,,,,,,,
2.0,2.0,2.0,2.0,6.0,6.0,700.0,400.0,Rp,Miliar,6.8,,,,,,,
2.0,2.0,2.0,4.0,5.0,6.0,300.0,150.0,Rp,Miliar,4.5,,,,,,,
1.0,1.0,2.0,2.0,3.0,4.0,600.0,390.0,Rp,Miliar,7.5,,,,,,,
1.0,1.0,1.0,1.0,1.0,2.0,44.0,134.0,Rp,Miliar,1.24,,,,,,,
2.0,2.0,2.0,2.0,3.0,4.0,250.0,391.0,Rp,Miliar,27.5,,,,,,,
1.0,1.0,2.0,2.0,5.0,5.0,400.0,280.0,Rp,Miliar,12.8,,,,,,,
3.0,1.0,3.0,3.0,3.0,3.0,210.0,100.0,Rp,Miliar,3.95,,,,,,,
1.0,1.0,1.0,1.0,1.0,3.0,100.0,190.0,Rp,Miliar,1.9,,,,,,,
2.0,1.0,1.0,4.0,5.0,5.0,550.0,197.0,Rp,Miliar,8.5,,,,,,,
10.0,2.0,5.0,2.0,5.0,3.0,1050.0,1189.0,Rp,Miliar,120.0,,,,,,,
2.0,1.0,4.0,3.0,4.0,4.0,603.0,264.0,Rp,Miliar,17.5,,,,,,,
2.0,2.0,2.0,2.0,2.0,4.0,457.0,380.0,Rp,Miliar,8.0,,,,,,,
2.0,1.0,1.0,1.0,2.0,3.0,180.0,200.0,Rp,Miliar,2.94,,,,,,,
1.0,1.0,1.0,2.0,5.0,4.0,500.0,539.0,Rp,Miliar,19.5,,,,,,,
2.0,1.0,1.0,2.0,3.0,3.0,227.0,362.0,Rp,Miliar,5.5,,,,,,,
2.0,2.0,2.0,2.0,3.0,4.0,400.0,515.0,Rp,Miliar,13.5,,,,,,,
2.0,1.0,1.0,2.0,2.0,4.0,250.0,205.0,Rp,Miliar,5.0,,,,,,,
1.0,1.0,2.0,2.0,2.0,3.0,500.0,1216.0,Rp,Miliar,30.0,,,,,,,
2.0,2.0,4.0,2.0,6.0,6.0,1000.0,2500.0,Rp,Miliar,37.0,,,,,,,
3.0,1.0,3.0,2.0,5.0,5.0,850.0,656.0,Rp,Miliar,52.0,,,,,,,
1.0,1.0,1.0,1.0,3.0,4.0,200.0,384.0,Rp,Miliar,6.9,,,,,,,
4.0,2.0,2.0,2.0,4.0,5.0,550.0,1420.0,Rp,Miliar,33.0,,,,,,,
2.0,1.0,2.0,2.0,4.0,4.0,450.0,377.0,Rp,Miliar,12.8,,,,,,,
1.0,1.0,1.0,2.0,5.0,4.0,350.0,290.0,Rp,Miliar,11.5,,,,,,,
1.0,1.0,1.0,2.0,4.0,3.0,200.0,266.0,Rp,Miliar,5.9,,,,,,,
6.0,1.0,6.0,1.0,4.0,6.0,492.0,490.0,Rp,Miliar,4.5,,,,,,,
2.0,2.0,2.0,4.0,4.0,4.0,900.0,328.0,Rp,Miliar,13.5,,,,,,,
2.0,2.0,2.0,4.0,4.0,5.0,261.0,120.0,Rp,Miliar,4.8,,,,,,,
2.0,2.0,2.0,3.0,5.0,5.0,1300.0,600.0,Rp,Miliar,59.9,,,,,,,
2.0,1.0,2.0,2.0,4.0,4.0,356.0,225.0,Rp,Miliar,8.3,,,,,,,
1.0,1.0,1.0,1.0,4.0,4.0,200.0,384.0,Rp,Miliar,6.9,,,,,,,
